feature,value,importance
2586,viru,0.0
2587,anxiou,0.0
2588,incomplet,0.0
2589,angiograph,0.0
2590,allerg,0.0
2591,polymorphonuclear,0.0
2592,cortic,0.0
2593,fixe,0.0
2594,igm,0.0
2595,palp,0.0034316943788410457
2596,cpb,0.0
2597,contraind,0.0
2598,cuff,0.0
2599,dtr,0.0
2600,hydrocortison,0.0
2601,acei,0.0
2602,steril,0.0
2603,clamp,0.0
2604,crohn,0.0
2605,specialti,0.0
2606,analges,0.0
2607,maximum,0.0
2608,smr,0.0
2609,bruis,0.0
2610,error,0.0
2611,extent,0.0
2612,bl,0.0
2613,date,0.0
2614,parent,0.0
2615,rt,0.0
2616,ingest,0.0
2617,revascular,0.0
2618,voltag,0.0
2619,smaller,0.0
2620,presyncop,0.0
2621,wine,0.0
2622,lost,0.0
2623,homecar,0.0
2624,heterogen,0.0
2625,criteria,0.0
2626,bnp,0.0
2627,pseudoaneurysm,0.0
2628,substern,0.0
2629,hazi,0.0
2630,mrg,0.0
2631,await,0.0
2632,boni,0.0
2633,octreotid,0.0
2634,unasyn,0.0
2635,bicep,0.0
2636,pale,0.0
2637,psh,0.0
2638,hypercarb,0.0
2639,calhco,0.0
2640,ecchymosi,0.0
2641,nf,0.0
2642,ldl,0.0
2643,bend,0.0
2644,sentenc,0.0
2645,deceas,0.0
2646,diovan,0.0
2647,coagulopathi,0.0
2648,approx,0.0
2649,recheck,0.0
2650,morbid,0.0
2651,ketoacidosi,0.0
2652,lytic,0.0
2653,tire,0.0
2654,bal,0.0
2655,sevelam,0.0
2656,tiotropium,0.0
2657,olanzapin,0.0
2658,brisk,0.0
2659,supin,0.0
2660,cytologi,0.0
2661,child,0.0
2662,fair,0.0
2663,calib,0.0
2664,sq,0.0
2665,map,0.0
2666,palli,0.0
2667,sulfamethoxazol,0.0
2668,certifi,0.0
2669,standard,0.0
2670,lvot,0.0
2671,pair,0.0
2672,forearm,0.0
2673,ductal,0.0
2674,neurologist,0.0
2675,comminut,0.0
2676,program,0.0
2677,gastroparesi,0.0
2678,invers,0.0
2679,nephrectomi,0.004235848060826038
2680,methicillin,0.0
2681,aerat,0.0
2682,often,0.0
2683,neurosurg,0.0
2684,goe,0.0
2685,hld,0.0
2686,larger,0.005449754008684969
2687,cistern,0.0
2688,np,0.0
2689,massiv,0.0
2690,fine,0.0
2691,anyth,0.0
2692,omr,0.0
2693,intuba,0.0
2694,ex,0.0
2695,intrahepat,0.0
2696,et,0.0
2697,hcfa,0.0
2698,epileptiform,0.0
2699,hematochezia,0.0
2700,polyethylen,0.0
2701,eros,0.0
2702,sundai,0.0
2703,accompani,0.0
2704,typic,0.0
2705,flovent,0.0
2706,regularli,0.0
2707,seriou,0.0
2708,mvr,0.0
2709,coagulas,0.0
2710,epitheli,0.0
2711,ovarian,0.0
2712,phenylephrin,0.0
2713,normotens,0.0
2714,dextros,0.0
2715,tb,0.0
2716,supratherapeut,0.0
2717,sphenoid,0.0
2718,crp,0.0
2719,rn,0.0
2720,disabl,0.0
2721,cluster,0.0
2722,hemiparesi,0.0
2723,healthcar,0.0
2724,escherichia,0.0
2725,seri,0.0
2726,plasma,0.0
2727,mirtazapin,0.0
2728,accordingli,0.0
2729,adl,0.0
2730,fossa,0.0
2731,stat,0.0
2732,tm,0.0
2733,nephrostomi,0.0
2734,applic,0.0
2735,track,0.0
2736,splenomegali,0.0
2737,elong,0.0
2738,gc,0.0
2739,multifactori,0.0
2740,diazepam,0.0
2741,noxiou,0.0
2742,machineri,0.0
2743,unsuccess,0.0
2744,ntg,0.0
2745,forward,0.0
2746,euvolem,0.0
2747,session,0.0
2748,preren,0.0
2749,metoclopramid,0.007956455617434625
2750,flomax,0.0
2751,effac,0.0
2752,burst,0.0
2753,lyt,0.0
2754,heroin,0.0
2755,predominantli,0.0
2756,scope,0.0
2757,cvl,0.0
2758,sludg,0.0
2759,mdi,0.0
2760,dispo,0.0
2761,distens,0.0
2762,max,0.0
2763,echocardiographi,0.0
2764,zoloft,0.0
2765,fibrino,0.0
2766,aldacton,0.0
2767,esr,0.0
2768,scalp,0.0
2769,squeez,0.0
2770,confront,0.0
2771,rapidli,0.0
2772,act,0.0030973926166412524
2773,ce,0.0
2774,compromis,0.0
2775,fev,0.0
2776,vocal,0.0
2777,shin,0.0
2778,visibl,0.0
2779,microcyt,0.0
2780,cardiogen,0.0
2781,macrocyt,0.0
2782,produc,0.0
2783,redo,0.0
2784,iabp,0.0
2785,lipid,0.0
2786,let,0.0
2787,morphologi,0.0
2788,avm,0.0
2789,lobectomi,0.0
2790,alwai,0.0
2791,lithium,0.0
2792,growe,0.0
2793,bcx,0.0
2794,remark,0.0
2795,benzodiazepin,0.0
2796,otc,0.0
2797,bump,0.0
2798,bathroom,0.0
2799,microorgan,0.0
2800,mibi,0.0
2801,pigtail,0.0
2802,tub,0.0
2803,infant,0.0
2804,cortisol,0.0
2805,aox,0.0
2806,atropin,0.0
2807,needl,0.0
2808,mthdone,0.0
2809,clearli,0.0
2810,rd,0.0
2811,target,0.0
2812,flight,0.0
2813,cerebrovascular,0.0
2814,suppress,0.0
2815,pneumon,0.0
2816,excel,0.0
2817,score,0.0
2818,uop,0.0
2819,defin,0.0
2820,malais,0.0
2821,yet,0.0
2822,ucx,0.0
2823,ldlcalc,0.0
2824,avl,0.0
2825,pf,0.0
2826,vena,0.0
2827,plug,0.0
2828,orthostat,0.0
2829,tomographi,0.0
2830,dulcolax,0.0
2831,worker,0.0
2832,fourth,0.0
2833,brachial,0.0
2834,lap,0.0
2835,thrombectomi,0.0
2836,warrant,0.0
2837,zinc,0.0
2838,ganglia,0.0
2839,format,0.0
2840,proce,0.0
2841,epicardi,0.0
2842,uptitr,0.0
2843,zyprexa,0.0
2844,hallucin,0.0
2845,peri,0.0
2846,ooz,0.0
2847,itch,0.0
2848,trapeziu,0.0
2849,compazin,0.0
2850,ptx,0.0
2851,twi,0.0
2852,sucralf,0.0
2853,strong,0.0
2854,indetermin,0.0
2855,tc,0.0
2856,hsv,0.0
2857,reintub,0.0
2858,baclofen,0.0
2859,adenoma,0.0
2860,consent,0.0
2861,ngtd,0.0
2862,thoracotomi,0.0
2863,anterolater,0.0
2864,xanthalesma,0.0
2865,celiac,0.0
2866,cea,0.0
2867,fascicul,0.0
2868,sphincterotomi,0.0
2869,approach,0.0
2870,hardwar,0.0
2871,minor,0.0
2872,sternocleidomastoid,0.0
2873,adenopathi,0.0
2874,suscept,0.0
2875,bifurc,0.007842898520811489
2876,maleat,0.0
2877,nephrologi,0.0
2878,en,0.0
2879,bronch,0.0
2880,nephrocap,0.0
2881,damag,0.0
2882,abras,0.0
2883,almost,0.0
2884,unfortun,0.0
2885,svt,0.0
2886,enalapril,0.0
2887,tell,0.0
2888,tazo,0.0
2889,vitb,0.0
2890,subsegment,0.0
2891,cyanocobalamin,0.0
2892,context,0.0
2893,divis,0.0
2894,weekend,0.0
2895,pft,0.0
2896,washout,0.0
2897,posteriorli,0.0
2898,pu,0.0
2899,barium,0.0
2900,neglect,0.0
2901,habitu,0.0
2902,cypher,0.0
2903,far,0.0
2904,drowsi,0.0
2905,bare,0.0
2906,nh,0.0
2907,hemolysi,0.0
2908,uncompl,0.0
2909,duplex,0.0
2910,empti,0.0
2911,ecchymos,0.0
2912,midclavicular,0.0
2913,bradycard,0.0
2914,pet,0.0
2915,abdomini,0.0
2916,tripl,0.0
2917,ama,0.005784726238988384
2918,flash,0.0
2919,supraclavicular,0.0
2920,sleepi,0.0
2921,psychiatrist,0.0
2922,cerebrospin,0.0
2923,widow,0.0
2924,spasm,0.0
2925,tbili,0.0
2926,firm,0.0
2927,con,0.0
2928,aeruginosa,0.0
2929,nitrogen,0.0
2930,jet,0.0
2931,cellcept,0.0
2932,echogen,0.0
2933,hemidiaphragm,0.0
2934,orthopaed,0.0
2935,proxi,0.0
2936,fish,0.0
2937,cortsol,0.0
2938,prefer,0.0
2939,widen,0.0
2940,fresh,0.0
2941,wdwn,0.0
2942,lnc,0.0
2943,zestril,0.0
2944,conserv,0.0
2945,multi,0.0
2946,rifaximin,0.0
2947,flexibl,0.0
2948,unusu,0.0
2949,perman,0.0
2950,tetracyclin,0.0
2951,obscur,0.0
2952,nephrolithiasi,0.0
2953,fecal,0.0
2954,ligat,0.0
2955,ye,0.0
2956,rememb,0.0
2957,endarterectomi,0.0
2958,vers,0.0
2959,malform,0.0
2960,thrush,0.0
2961,paraphas,0.0
2962,toxicologi,0.0
2963,power,0.0
2964,newli,0.0
2965,splenectomi,0.0
2966,sclerosi,0.0
2967,phase,0.0
2968,epogen,0.0
2969,nectar,0.0
2970,angio,0.0
2971,sulbactam,0.0
2972,cnii,0.0
2973,closer,0.0
2974,piv,0.0
2975,hemoglobin,0.0
2976,inotrop,0.0
2977,levoxyl,0.0
2978,periop,0.0
2979,instabl,0.0
2980,calcul,0.0
2981,telephon,0.0
2982,irregularli,0.0
2983,rifampin,0.0
2984,mo,0.0
2985,tree,0.0
2986,subtl,0.0
2987,accept,0.0
2988,stem,0.0
2989,salt,0.0
2990,behavior,0.0
2991,irrig,0.0
2992,pta,0.0
2993,vertigo,0.0
2994,ai,0.0
2995,subcort,0.0
2996,afterward,0.0
2997,pen,0.0
2998,magnesia,0.0
2999,ethmoid,0.0
